	gene_id	gene_type	logFC	AveExpr
2661	ENSG00000213281.4	protein_coding	-0.012952314	3.221625842
17602	ENSG00000246334.2	antisense	-0.008786881	3.781570779
16782	ENSG00000248753.1	lincRNA	-0.039569697	4.680718056
13888	ENSG00000250304.2	processed_pseudogene	-0.029275308	2.689529648
7447	ENSG00000155438.11	protein_coding	0.00090834	-0.529391388
11084	ENSG00000173706.13	protein_coding	-0.001413418	3.752571497
11250	ENSG00000285631.1	lincRNA	-0.005818849	2.744819658
15893	ENSG00000083312.17	protein_coding	-0.005679391	6.997408749
4986	ENSG00000230404.1	lincRNA	0.025908949	6.654059449
9885	ENSG00000212145.2	snoRNA	-0.016393627	2.920604857
13915	ENSG00000073331.17	protein_coding	-0.040613461	5.490138136
10961	ENSG00000240393.1	processed_pseudogene	0.011996781	5.459335139
7848	ENSG00000222031.1	lincRNA	-0.006096018	1.901924944
7670	ENSG00000200718.1	misc_RNA	0.004905595	2.954490734
7466	ENSG00000226813.2	lincRNA	0.006496198	1.583254629
12537	ENSG00000109501.13	protein_coding	-0.013128934	5.946398876
7178	ENSG00000229360.1	processed_pseudogene	0.02432552	5.323712066
5088	ENSG00000202041.1	misc_RNA	-0.02142252	5.262618957
3832	ENSG00000094963.13	protein_coding	-0.010216445	3.592647072
18478	ENSG00000137404.14	protein_coding	-0.006529316	5.803170472
8895	ENSG00000144591.18	protein_coding	0.014233766	2.633799841
2102	ENSG00000240520.6	transcribed_unitary_pseudogene	-0.01129509	6.309145947
12143	ENSG00000198491.3	antisense	-0.003477985	6.975646918
17508	ENSG00000254164.1	lincRNA	-0.005948324	5.063122474
2345	ENSG00000280040.1	TEC	0.009861952	2.570029453
11379	ENSG00000175110.11	protein_coding	-0.027318248	4.267978921
11678	ENSG00000241770.1	antisense	-0.010660805	6.745352232
14270	ENSG00000249741.2	processed_pseudogene	-0.023242855	7.359708636
17711	ENSG00000250749.1	processed_pseudogene	0.02738188	5.258873688
7083	ENSG00000163162.8	protein_coding	-0.020523566	4.631599522
15092	ENSG00000145491.11	protein_coding	0.031147439	4.775782561
1739	ENSG00000162409.10	protein_coding	-0.009566138	6.644725096
12528	ENSG00000173040.12	protein_coding	-0.001039364	0.052463805
1055	ENSG00000116478.11	protein_coding	0.026711534	5.644655672
15220	ENSG00000145526.11	protein_coding	0.003512299	2.670623893
16777	ENSG00000152705.7	protein_coding	-0.011263061	5.512564078
17084	ENSG00000186314.11	protein_coding	0.001201675	0.960310879
11918	ENSG00000203645.2	lincRNA	-0.032584768	5.701582811
15775	ENSG00000253744.1	antisense	0.003210228	1.974024399
18192	ENSG00000217159.2	processed_pseudogene	-0.022585467	4.908532379
483	ENSG00000231606.1	lincRNA	-0.000976504	2.479384105
10563	ENSG00000236138.4	processed_pseudogene	0.016465818	7.854167628
10872	ENSG00000114529.12	protein_coding	0.006490926	8.970515924
16265	ENSG00000272109.1	antisense	-0.015695308	4.884176114
17431	ENSG00000253269.1	antisense	0.040630475	4.047579118
6285	ENSG00000170340.10	protein_coding	-0.026721626	3.962603266
15110	ENSG00000169862.18	protein_coding	0.001805803	4.503924962
2160	ENSG00000284240.1	lincRNA	-0.011196623	5.962719423
9377	ENSG00000229642.1	lincRNA	0.001600325	5.681296127
10921	ENSG00000184307.14	protein_coding	0.038919323	6.055555135
6854	ENSG00000253765.1	IG_V_pseudogene	0.010213483	4.359328655
3080	ENSG00000143387.12	protein_coding	-0.006469554	8.428767609
13491	ENSG00000248956.1	processed_pseudogene	-0.032650215	2.463304168
3514	ENSG00000179639.10	protein_coding	0.012226555	6.607678345
7080	ENSG00000271532.1	processed_pseudogene	-0.023234057	5.560776481
2852	ENSG00000276756.4	transcribed_unprocessed_pseudogene	-0.006874716	4.312233449
12998	ENSG00000213851.3	processed_pseudogene	0.02757389	4.35964864
5803	ENSG00000273233.1	lincRNA	-0.01756927	6.422108129
8718	ENSG00000199203.1	misc_RNA	-0.02637399	6.427314538
14935	ENSG00000251532.1	lincRNA	-0.00411623	3.599816619
10949	ENSG00000241397.1	antisense	-0.021343199	5.304225829
14438	ENSG00000252604.1	snRNA	0.029335447	5.170953497
14142	ENSG00000250241.5	lincRNA	-0.031773177	6.020705604
5592	ENSG00000234597.1	lincRNA	-0.00735066	6.247220381
8825	ENSG00000278524.1	miRNA	0.019564852	6.616528358
16585	ENSG00000168916.15	protein_coding	-0.020070249	2.69759205
2170	ENSG00000237959.1	processed_pseudogene	-0.010986566	4.940416993
2154	ENSG00000153936.16	protein_coding	0.021644738	7.066027722
12978	ENSG00000249887.1	processed_pseudogene	-0.046615118	7.234515053
14448	ENSG00000249770.1	unprocessed_pseudogene	-0.031347	5.539477731
7692	ENSG00000263783.1	miRNA	-0.026851378	2.702151194
10491	ENSG00000163412.12	protein_coding	-0.009901225	2.837556301
2903	ENSG00000211451.12	transcribed_unitary_pseudogene	0.017688055	9.965172341
4203	ENSG00000080910.12	protein_coding	-0.009660396	7.128725207
18787	ENSG00000157343.8	protein_coding	-0.002283643	5.712963001
6933	ENSG00000277747.1	unprocessed_pseudogene	0.016549538	3.008461851
14899	ENSG00000180104.15	protein_coding	0.003177223	1.95696863
97	ENSG00000283712.1	miRNA	-0.019288417	4.87063222
8363	ENSG00000273240.1	antisense	-0.001157206	3.596442577
11870	ENSG00000121853.3	protein_coding	0.027895763	6.890172289
11422	ENSG00000249986.1	processed_pseudogene	0.033867528	3.191751411
7726	ENSG00000228043.5	lincRNA	0.026888769	8.265001594
13558	ENSG00000189308.10	protein_coding	-0.007154867	5.221559456
9809	ENSG00000200579.1	misc_RNA	-0.024535418	5.313898433
16930	ENSG00000131495.8	protein_coding	-0.000946926	1.039026134
9768	ENSG00000230830.1	antisense	0.001268852	1.933783717
15475	ENSG00000132356.11	protein_coding	0.023621627	4.583066416
3868	ENSG00000229785.1	processed_pseudogene	-0.005323845	2.683013409
7176	ENSG00000238250.1	sense_intronic	-0.030928643	4.226066292
15442	ENSG00000249071.2	antisense	-0.017351154	3.843908276
6293	ENSG00000229503.1	processed_pseudogene	-0.025588295	4.241022409
1411	ENSG00000178028.13	protein_coding	0.012879477	2.61031147
18436	ENSG00000278104.1	misc_RNA	0.0119674	1.496621179
3224	ENSG00000163221.8	protein_coding	0.008724111	4.601851934
13779	ENSG00000241981.2	processed_pseudogene	0.002730355	2.265874799
5392	ENSG00000232835.1	lincRNA	0.005083923	2.477987801
6852	ENSG00000225523.2	IG_V_gene	0.033912444	6.600106556
9061	ENSG00000224376.1	processed_transcript	-0.000856734	0.844831708
3638	ENSG00000213075.7	transcribed_processed_pseudogene	-0.022000693	3.523077843
5064	ENSG00000283166.1	processed_pseudogene	-0.023927281	5.065817157
3006	ENSG00000269713.7	protein_coding	0.021244761	4.214054865
1767	ENSG00000228121.1	processed_pseudogene	-0.019973922	5.173514312
10561	ENSG00000241622.1	processed_pseudogene	0.031401356	5.029066851
9274	ENSG00000172482.4	protein_coding	-0.023080658	8.226615902
17694	ENSG00000113269.13	protein_coding	-0.002501439	0.949388315
6177	ENSG00000285519.1	antisense	0.003353364	4.256956132
332	ENSG00000285701.1	antisense	0.003952218	1.054212096
1316	ENSG00000127129.9	protein_coding	-0.016379703	7.19322086
647	ENSG00000225986.1	antisense	0.017992759	4.729100581
550	ENSG00000206652.1	snRNA	0.007654729	2.458154152
3578	ENSG00000026751.16	protein_coding	0.002722016	0.996240832
7147	ENSG00000272861.1	lincRNA	0.035831146	4.749318133
12868	ENSG00000275250.1	processed_pseudogene	0.011557237	7.670177522
6107	ENSG00000275423.1	processed_pseudogene	0.014667323	2.149118758
346	ENSG00000264881.1	miRNA	0.01368393	1.199979059
9309	ENSG00000204099.11	protein_coding	-0.00088548	-0.849110632
18834	ENSG00000112130.16	protein_coding	-0.014995374	4.811801022
12306	ENSG00000145107.15	protein_coding	0.011353057	6.377401666
18945	ENSG00000112619.7	protein_coding	0.026671821	6.414434525
12844	ENSG00000251373.1	processed_pseudogene	0.033784791	2.858001531
14489	ENSG00000280140.1	TEC	0.033627904	7.557784456
10033	ENSG00000114648.11	protein_coding	-0.018004061	3.074828591
3242	ENSG00000189171.14	protein_coding	0.035438397	5.031464829
15026	ENSG00000215217.6	protein_coding	0.016161338	8.478493521
13250	ENSG00000222765.1	snRNA	-0.022797068	7.904508817
12097	ENSG00000073792.15	protein_coding	0.021092141	6.071701613
5333	ENSG00000151353.14	protein_coding	0.009913483	4.693485213
16796	ENSG00000265924.1	miRNA	-0.036811099	5.314695641
16065	ENSG00000271043.2	processed_pseudogene	-0.022548208	6.538411322
11564	ENSG00000198843.12	protein_coding	-0.031584825	6.325754218
15712	ENSG00000049167.14	protein_coding	-0.02132195	4.332827537
3653	ENSG00000252262.1	rRNA_pseudogene	-0.021092775	6.381378902
6524	ENSG00000187605.15	protein_coding	0.035881303	5.767494556
11314	ENSG00000277723.1	miRNA	0.010158121	4.722820141
11064	ENSG00000250174.5	antisense	0.002420023	6.973572223
12158	ENSG00000224187.1	lincRNA	-0.017559177	2.68279079
6071	ENSG00000119878.5	protein_coding	-0.008853802	5.068648858
10749	ENSG00000242573.1	processed_pseudogene	-0.026445979	4.3216173
6527	ENSG00000217702.2	lincRNA	-0.016388597	6.819396367
10908	ENSG00000239453.1	antisense	0.013477212	9.119185045
15083	ENSG00000271980.1	antisense	0.052831645	5.426467004
9351	ENSG00000113851.14	protein_coding	0.002890055	2.019892381
9258	ENSG00000276366.1	snoRNA	-0.025103209	2.738811477
11349	ENSG00000201325.1	rRNA_pseudogene	-0.004563188	8.560999573
17727	ENSG00000249287.1	processed_pseudogene	0.037784628	4.406556167
12338	ENSG00000228109.1	antisense	0.041053682	4.824676696
10444	ENSG00000241587.3	misc_RNA	0.012286113	3.35772632
17310	ENSG00000253792.1	lincRNA	-0.024730532	2.927863064
1678	ENSG00000116212.14	protein_coding	-0.027125145	5.546366768
16984	ENSG00000278936.1	antisense	-0.008992877	5.264422779
3844	ENSG00000283683.1	protein_coding	-0.022928322	4.527242556
6727	ENSG00000233673.7	transcribed_unprocessed_pseudogene	0.002644313	3.317961448
13483	ENSG00000248831.2	processed_pseudogene	-0.004166005	8.212683758
18335	ENSG00000237425.1	processed_pseudogene	-0.005571903	5.403648321
16627	ENSG00000282925.1	lincRNA	0.012621665	3.615958219
16064	ENSG00000249655.1	antisense	-0.015346209	4.080697021
8391	ENSG00000227542.1	lincRNA	0.002471463	3.779787246
54	ENSG00000234711.1	unprocessed_pseudogene	0.012942979	4.532909402
3168	ENSG00000143631.10	protein_coding	-0.034574287	3.667685658
16484	ENSG00000185641.6	processed_pseudogene	-0.007650544	7.834919598
3905	ENSG00000203737.3	protein_coding	-0.008284951	6.624303372
16439	ENSG00000258864.1	protein_coding	-0.005830469	4.780716127
17565	ENSG00000221464.1	miRNA	0.022050688	5.725124389
2479	ENSG00000244716.3	processed_pseudogene	-0.041827477	5.500679974
7125	ENSG00000225765.1	lincRNA	0.009356719	1.328716733
1740	ENSG00000187889.12	protein_coding	0.006942451	7.194310515
3876	ENSG00000117586.10	protein_coding	-0.019652609	4.9065667
12249	ENSG00000233987.1	lincRNA	0.040665759	6.277615
1849	ENSG00000177414.13	protein_coding	-0.016903098	6.766688306
15019	ENSG00000251678.1	lincRNA	0.001780494	5.115782954
6652	ENSG00000182814.7	transcribed_processed_pseudogene	-0.016920582	4.352385921
16744	ENSG00000006837.11	protein_coding	-0.020452917	2.799154238
598	ENSG00000117148.7	protein_coding	-0.029852051	5.991102367
17898	ENSG00000223342.2	lincRNA	-0.00273533	6.509158837
9206	ENSG00000124839.12	protein_coding	-0.027368891	5.321873226
11980	ENSG00000242068.1	processed_pseudogene	0.034230329	3.933855405
11419	ENSG00000215606.4	processed_pseudogene	-0.03427655	4.178996002
18780	ENSG00000228559.1	lincRNA	-0.01889902	5.218457168
17631	ENSG00000145916.18	protein_coding	0.025206392	5.986789541
9483	ENSG00000233026.1	processed_pseudogene	-0.027984893	5.927997364
17603	ENSG00000131188.11	protein_coding	-0.014181592	8.431519359
11777	ENSG00000240458.1	processed_pseudogene	0.00181177	0.463556973
8677	ENSG00000163251.3	protein_coding	0.019903163	7.631823986
1926	ENSG00000285473.1	lincRNA	-0.032655801	5.549301746
10758	ENSG00000081154.11	protein_coding	-0.002907406	0.739057814
15449	ENSG00000265304.1	miRNA	-0.002665318	0.751071783
8359	ENSG00000138381.9	protein_coding	0.011721219	3.970331546
16566	ENSG00000168938.5	protein_coding	0.018614271	6.493821349
848	ENSG00000270733.1	processed_pseudogene	-0.008027852	2.18075727
659	ENSG00000215520.3	processed_pseudogene	0.005884486	1.208475829
868	ENSG00000235069.2	processed_pseudogene	-0.005421099	6.807091751
3851	ENSG00000236741.4	processed_pseudogene	-0.031028497	4.846225796
10519	ENSG00000255423.1	protein_coding	0.042210373	4.351038249
13494	ENSG00000249072.1	processed_pseudogene	0.002692291	3.17920233
12633	ENSG00000284648.1	unprocessed_pseudogene	-0.00228383	5.134854668
16851	ENSG00000120738.7	protein_coding	0.002286603	3.90136534
873	ENSG00000204160.11	protein_coding	0.00436738	3.94543074
13283	ENSG00000250026.5	transcribed_unprocessed_pseudogene	-0.015623173	7.021900695
16486	ENSG00000271918.1	antisense	-0.015910138	5.813198489
4985	ENSG00000231768.1	lincRNA	-0.028099625	4.562643124
11461	ENSG00000241679.2	processed_transcript	0.013271866	5.322694178
8907	ENSG00000114923.16	protein_coding	0.035105941	6.220884649
7507	ENSG00000234044.1	processed_pseudogene	0.020790493	6.931331796
8332	ENSG00000226553.1	processed_pseudogene	-0.020278473	5.936813234
14471	ENSG00000248629.1	antisense	0.037565794	3.244425892
18498	ENSG00000196260.4	protein_coding	0.014749369	5.692904343
3399	ENSG00000160781.16	protein_coding	0.002532628	5.371519539
3916	ENSG00000181101.7	processed_pseudogene	0.007058058	7.391703633
3193	ENSG00000197084.5	protein_coding	0.007669768	3.360575744
2265	ENSG00000223745.7	processed_transcript	-0.004185373	6.8884804
5520	ENSG00000203643.3	antisense	0.016264431	4.650408758
12773	ENSG00000251516.1	unprocessed_pseudogene	0.017667425	5.414402305
16719	ENSG00000279691.1	TEC	0.003590106	3.799909968
3025	ENSG00000203814.6	protein_coding	-0.026148212	4.190403905
10854	ENSG00000244722.1	processed_pseudogene	0.001051579	1.736638156
5067	ENSG00000232154.2	processed_pseudogene	-0.004417244	2.366883727
13275	ENSG00000187054.15	protein_coding	0.032876877	4.878209749
1447	ENSG00000186603.5	protein_coding	-0.003725881	8.274608128
8043	ENSG00000199348.1	snRNA	0.032320026	4.300065605
4435	ENSG00000198049.6	protein_coding	-0.024106123	4.397003313
18035	ENSG00000007944.14	protein_coding	-0.018508884	3.342426907
9119	ENSG00000199781.1	misc_RNA	0.004793383	5.981465669
7138	ENSG00000269707.1	sense_overlapping	-0.01851359	5.769240525
10576	ENSG00000222574.1	misc_RNA	0.001007692	7.078220091
9722	ENSG00000236732.1	unprocessed_pseudogene	-0.022762284	2.79555024
3778	ENSG00000143185.3	protein_coding	0.011064825	3.694265899
11707	ENSG00000232374.5	processed_pseudogene	-0.002538313	1.480841115
9006	ENSG00000272237.1	snoRNA	-0.032476246	3.235913333
8324	ENSG00000259915.2	lincRNA	0.001078859	7.174182394
8397	ENSG00000168497.4	protein_coding	-0.000892842	0.411431653
877	ENSG00000198746.12	protein_coding	-0.007087349	4.922610618
16642	ENSG00000265691.1	miRNA	-0.036228909	4.456600969
18225	ENSG00000199289.1	snRNA	0.003583747	2.715193859
15574	ENSG00000249270.1	processed_pseudogene	0.006668187	6.639729015
5797	ENSG00000242915.1	processed_pseudogene	-0.021106617	2.450069542
3105	ENSG00000163155.11	protein_coding	-0.013030374	6.34621915
5487	ENSG00000239053.1	snRNA	0.032294095	5.365402504
17600	ENSG00000131187.9	protein_coding	0.020515139	7.483358377
8405	ENSG00000278406.1	misc_RNA	-0.036611884	4.140998216
6737	ENSG00000204745.4	unprocessed_pseudogene	-0.00546834	4.571022358
3738	ENSG00000143195.12	protein_coding	0.012371541	7.355085217
14898	ENSG00000221990.4	antisense	0.025393438	4.674999897
3083	ENSG00000200175.1	snRNA	0.00069232	2.5519355
18166	ENSG00000242387.1	transcribed_processed_pseudogene	0.003544315	4.315419887
8179	ENSG00000128652.11	protein_coding	-0.003031719	4.719036023
9787	ENSG00000093167.17	protein_coding	-0.003005966	7.465165137
165	ENSG00000157873.17	protein_coding	-0.002428212	3.580723741
2923	ENSG00000274428.1	snRNA	-0.032715184	5.193172484
7032	ENSG00000222000.7	antisense	-0.007115918	7.38381956
1723	ENSG00000232198.2	processed_pseudogene	-0.009065883	5.69551764
14994	ENSG00000261037.1	lincRNA	-0.032947227	5.202004559
12154	ENSG00000113916.17	protein_coding	-0.017186541	5.416443507
11384	ENSG00000281473.1	lincRNA	0.002521641	4.674385251
2020	ENSG00000154027.18	protein_coding	0.012964499	5.599013507
3581	ENSG00000122224.17	protein_coding	-0.020400785	6.2542253
14355	ENSG00000238721.1	snRNA	0.034933829	5.520488142
13652	ENSG00000207524.1	snRNA	0.000729365	-0.741341342
18477	ENSG00000146112.11	protein_coding	0.009678355	4.046240455
8694	ENSG00000231908.1	antisense	-0.015675563	5.253449853
1243	ENSG00000237624.1	unprocessed_pseudogene	0.00270294	7.51552444
7140	ENSG00000239587.1	antisense	0.043920006	3.43527622
5761	ENSG00000115211.15	protein_coding	-0.000735171	-0.917691847
1891	ENSG00000252433.1	snoRNA	-0.007411599	6.534068949
7126	ENSG00000235597.1	lincRNA	-0.026664428	3.910369975
17890	ENSG00000285717.1	lincRNA	-0.005754741	7.830586324
455	ENSG00000233336.1	lincRNA	-0.01498941	4.177416478
4592	ENSG00000143494.15	protein_coding	0.034003365	6.614202447
6461	ENSG00000277764.1	misc_RNA	0.013638207	6.69595025
9137	ENSG00000242366.3	protein_coding	-0.029592326	3.059371956
7929	ENSG00000144283.21	protein_coding	-0.033770247	5.26028257
10798	ENSG00000243658.1	unprocessed_pseudogene	0.012036956	9.64514381
2264	ENSG00000225297.1	processed_pseudogene	-0.016530109	4.890969039
8950	ENSG00000231189.1	lincRNA	-0.018445917	4.461158039
18903	ENSG00000124731.12	protein_coding	0.005453558	5.204153765
3396	ENSG00000260238.6	protein_coding	0.01650616	5.153503554
13028	ENSG00000109158.10	protein_coding	-0.025166846	4.95049165
1923	ENSG00000225167.1	processed_pseudogene	0.010950256	8.296732135
8448	ENSG00000225979.1	antisense	-0.000856389	-0.406270045
18407	ENSG00000270896.1	processed_pseudogene	0.017509336	5.904411755
8959	ENSG00000224826.1	processed_pseudogene	-0.027506462	4.044625145
17731	ENSG00000206686.1	snRNA	-0.008882197	1.579363249
4648	ENSG00000228536.2	lincRNA	-0.014411662	5.346492128
7557	ENSG00000284171.1	unprocessed_pseudogene	0.0052019	3.311358148
6037	ENSG00000277311.1	misc_RNA	-0.007109294	7.419616037
9896	ENSG00000157093.8	protein_coding	-0.000909188	5.369185856
12724	ENSG00000249234.1	antisense	-0.014270048	6.73800061
17664	ENSG00000087116.15	protein_coding	0.030312439	6.385591618
15863	ENSG00000251634.2	unprocessed_pseudogene	-0.000771001	2.748771118
3490	ENSG00000198967.4	protein_coding	-0.020552387	2.604629155
296	ENSG00000228423.2	lincRNA	0.002526468	7.244058982
1808	ENSG00000132855.4	protein_coding	-0.00111518	3.359620555
3967	ENSG00000232750.2	processed_pseudogene	-0.024905787	4.398841248
3524	ENSG00000231100.1	unprocessed_pseudogene	-0.029390923	4.628065112
16614	ENSG00000173926.5	protein_coding	-0.000650382	2.119304199
5737	ENSG00000231636.1	antisense	-0.018551846	5.32437802
16020	ENSG00000214890.3	processed_pseudogene	-0.015802465	7.002089194
6136	ENSG00000231918.1	lincRNA	0.028568207	7.298968632
10509	ENSG00000222838.1	rRNA_pseudogene	0.003183033	1.145826254
2751	ENSG00000232780.2	transcribed_processed_pseudogene	-0.001293937	2.475879535
2719	ENSG00000235202.1	lincRNA	-0.005787365	4.737400667
10348	ENSG00000241933.1	lincRNA	-0.00102082	1.241464748
11793	ENSG00000241203.1	processed_pseudogene	0.005749296	5.782095754
10578	ENSG00000239226.1	processed_pseudogene	0.020185699	6.609209914
5865	ENSG00000018699.12	protein_coding	-0.017169315	5.113007401
1631	ENSG00000162378.12	protein_coding	0.001264925	7.97912302
17534	ENSG00000248293.1	unprocessed_pseudogene	-0.022878477	6.287857187
10634	ENSG00000242159.1	processed_pseudogene	0.001101207	-0.075926992
9859	ENSG00000265327.2	misc_RNA	0.009435163	4.177977652
9169	ENSG00000280744.1	lincRNA	-0.005050939	6.012442155
16834	ENSG00000250260.1	lincRNA	-0.013980002	3.527830682
8965	ENSG00000283428.1	protein_coding	-0.010959084	3.652167138
13498	ENSG00000138772.12	protein_coding	-0.019277245	5.528019521
11874	ENSG00000224426.1	processed_pseudogene	0.010049661	5.536398145
1689	ENSG00000280425.2	antisense	-0.01926733	5.914681666
1750	ENSG00000223416.3	processed_pseudogene	-0.024860275	4.001411435
8968	ENSG00000144460.12	protein_coding	0.004177166	5.42072962
10320	ENSG00000281708.1	sense_intronic	0.029110096	4.822849697
9045	ENSG00000135916.15	protein_coding	-0.001672187	0.947279909
15556	ENSG00000271752.1	lincRNA	-0.009080792	3.942108167
13656	ENSG00000276003.1	misc_RNA	0.001563449	5.810939871
13680	ENSG00000249152.1	lincRNA	-0.048097024	4.757338423
5042	ENSG00000222650.1	snRNA	0.038543389	5.63603134
18772	ENSG00000023892.10	protein_coding	-0.015274754	2.422643446
8048	ENSG00000073734.9	protein_coding	-0.008797245	7.970212825
3087	ENSG00000143379.12	protein_coding	-0.003553175	7.619894528
5755	ENSG00000138100.13	protein_coding	-0.006421919	1.734067461
15745	ENSG00000164197.11	protein_coding	-0.033275495	3.469259702
615	ENSG00000272084.1	3prime_overlapping_ncRNA	-0.033994127	5.670128399
12425	ENSG00000280927.1	antisense	0.00122407	1.668772482
10730	ENSG00000273374.1	lincRNA	-0.004946417	1.208225071
13559	ENSG00000199530.1	misc_RNA	0.013125241	4.166201392
6810	ENSG00000253202.1	IG_V_pseudogene	-0.006632773	4.225166413
3522	ENSG00000224943.1	lincRNA	0.006223418	8.519166887
9629	ENSG00000252562.1	snRNA	0.020132557	4.307449341
8991	ENSG00000042304.11	protein_coding	0.001907492	4.685673615
16811	ENSG00000274934.1	misc_RNA	0.002448201	5.841341798
14843	ENSG00000250523.1	processed_pseudogene	-0.022151374	2.15840642
8885	ENSG00000182698.11	protein_coding	0.010084449	4.964525389
12153	ENSG00000228804.5	antisense	-0.013329763	6.156917529
8539	ENSG00000082126.17	protein_coding	0.02221344	4.874536688
11320	ENSG00000249691.1	processed_pseudogene	-0.015850705	4.105089712
713	ENSG00000285873.1	bidirectional_promoter_lncRNA	-0.005234989	7.308565463
11902	ENSG00000225552.1	antisense	-0.011037065	3.09894722
17009	ENSG00000253731.2	protein_coding	0.001767386	2.64599742
2873	ENSG00000283752.1	unprocessed_pseudogene	-0.003127372	0.504798608
18133	ENSG00000224164.1	lincRNA	-0.000875758	8.00902682
5450	ENSG00000134308.13	protein_coding	0.023330911	7.435442193
5591	ENSG00000143867.6	protein_coding	-0.021332349	7.096008609
413	ENSG00000243539.3	misc_RNA	0.037826243	6.472309104
9789	ENSG00000225558.1	processed_pseudogene	-0.002691567	6.696153358
9894	ENSG00000231280.1	processed_pseudogene	0.023984412	3.513496462
2610	ENSG00000235299.2	processed_pseudogene	0.007272742	3.806142858
6677	ENSG00000271014.1	processed_pseudogene	-0.001688639	3.678334102
8854	ENSG00000235024.1	antisense	0.003127218	5.281094355
6343	ENSG00000234572.1	lincRNA	0.01363282	4.234482888
78	ENSG00000207730.3	miRNA	-0.041765216	5.342960937
14831	ENSG00000249162.1	processed_pseudogene	0.003100492	0.932179782
2385	ENSG00000213421.4	processed_pseudogene	0.024276787	6.701818391
11426	ENSG00000114125.13	protein_coding	-0.006293232	5.132334064
6191	ENSG00000238619.1	snRNA	0.015452369	7.338522043
16571	ENSG00000213655.4	processed_pseudogene	-0.014004795	4.839625254
8013	ENSG00000153253.16	protein_coding	-0.018401107	6.391810387
5454	ENSG00000200034.1	snRNA	-0.010001213	0.972174412
2814	ENSG00000277095.1	unprocessed_pseudogene	-0.011575835	7.704105424
11603	ENSG00000244545.1	lincRNA	-0.009574632	5.361975434
10137	ENSG00000235120.1	antisense	0.015008791	4.582025835
15410	ENSG00000079215.13	protein_coding	0.027022197	3.802127204
15602	ENSG00000279638.1	TEC	-0.006643059	6.219297066
15162	ENSG00000176788.8	protein_coding	-0.026044643	6.122079647
2221	ENSG00000097046.12	protein_coding	-0.017820311	6.372077217
16628	ENSG00000205279.8	protein_coding	0.011598506	4.375437759
11299	ENSG00000252641.2	snRNA	-0.009599375	6.700183845
15650	ENSG00000243592.1	processed_pseudogene	0.027117071	4.801580872
14404	ENSG00000231841.1	processed_pseudogene	-0.002016574	1.544174679
18228	ENSG00000284607.1	lincRNA	0.029371491	3.966372957
2878	ENSG00000256374.2	protein_coding	0.01329698	5.409342429
1894	ENSG00000253074.1	snRNA	-0.02251867	4.44793609
4408	ENSG00000235363.1	processed_pseudogene	0.006350543	6.082208686
11085	ENSG00000252642.1	rRNA_pseudogene	0.000877629	3.11912937
9385	ENSG00000237665.1	antisense	0.024094915	5.645997164
14195	ENSG00000109381.19	protein_coding	-0.011769484	2.661081114
13633	ENSG00000241853.1	processed_pseudogene	-0.02346932	4.735652026
5731	ENSG00000157851.16	protein_coding	0.005512493	7.288709169
1387	ENSG00000233674.2	processed_pseudogene	-0.014351539	8.256803642
1829	ENSG00000142856.16	protein_coding	0.023241349	7.250329174
10135	ENSG00000226913.1	lincRNA	0.012765658	5.732222489
7859	ENSG00000162980.16	protein_coding	0.020199199	3.823648762
12008	ENSG00000244247.1	lincRNA	-0.009192474	3.614052379
13179	ENSG00000278226.1	misc_RNA	-0.000696557	-1.690430299
3808	ENSG00000075945.12	protein_coding	-0.005376707	3.446804436
7217	ENSG00000264934.1	miRNA	0.003783915	6.857081842
3530	ENSG00000132693.12	protein_coding	-0.029182213	4.596493219
13421	ENSG00000109321.10	protein_coding	-0.014682373	6.68490051
17012	ENSG00000253767.2	protein_coding	-0.010937358	5.178623772
4872	ENSG00000199334.1	rRNA	0.008416001	4.791230622
3584	ENSG00000179914.4	protein_coding	0.003468002	4.070248485
428	ENSG00000276830.1	miRNA	0.001347291	1.257347293
14675	ENSG00000251174.1	processed_pseudogene	0.025352627	5.1297195
14307	ENSG00000164167.11	protein_coding	0.005618279	6.071308908
17314	ENSG00000253424.1	lincRNA	0.004310421	2.642092383
17824	ENSG00000216819.1	unprocessed_pseudogene	0.003877799	1.920604215
18359	ENSG00000203492.4	transcribed_unprocessed_pseudogene	0.001572059	0.419710085
3910	ENSG00000235869.1	processed_pseudogene	-0.006469891	6.154074919
9697	ENSG00000227795.1	processed_pseudogene	0.024640842	4.727106393
18325	ENSG00000251877.1	snRNA	-0.019257805	5.593241408
16370	ENSG00000252337.1	snoRNA	-0.002108888	5.281918881
5040	ENSG00000077585.13	protein_coding	-0.022875328	6.680413054
2687	ENSG00000237993.1	antisense	0.007254413	7.287408029
12927	ENSG00000163683.11	protein_coding	-0.033202875	4.413203102
473	ENSG00000162494.5	protein_coding	-0.019842004	4.305575507
3275	ENSG00000143545.8	protein_coding	-0.03721879	5.617921076
4255	ENSG00000118193.11	protein_coding	-0.020302098	3.796261224
15406	ENSG00000245711.2	antisense	0.00461441	8.591484646
8996	ENSG00000135917.14	protein_coding	-0.017144307	4.714330781
984	ENSG00000225011.4	unprocessed_pseudogene	0.020212112	7.178836381
9822	ENSG00000229589.1	antisense	-0.021429335	5.350845701
2957	ENSG00000121634.5	protein_coding	-0.03555497	4.303489101
3564	ENSG00000122218.15	protein_coding	-0.045376772	5.962654306
